sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
2023-01-18,1412.287859,Northeast,PA,"Lackawanna County, PA",42069
2023-01-18,775.0552418,South,MS,"Lafayette County, MS",28071
2023-01-18,852.5901496,South,LA,"Lafayette Parish, LA",22055
2023-01-18,228.6086122,West,CA,"Lake County, CA",6033
2023-01-18,543.9416347,Midwest,IN,"Lake County, IN",18089
2023-01-18,473.8640933,West,ID,"Latah County, ID",16057
2023-01-18,707.2374527,South,AL,"Lee County, AL",1081
2023-01-18,621.1209079,Midwest,MI,"Leelanau County, MI",26089
2023-01-18,812.7047647,South,FL,"Leon County, FL",12073
2023-01-18,1179.499612,Northeast,ME,"Lincoln County, ME",23015
2023-01-18,774.2223876,South,AR,"Lonoke County, AR",5085
2023-01-18,357.3446551,West,NM,"Los Alamos County, NM",35028
2023-01-18,320.9284083,West,CA,"Los Angeles County, CA",6037
2023-01-18,1444.792161,Northeast,PA,"Luzerne County, PA",42079
2023-01-18,1431.793974,Midwest,IA,"Mahaska County, IA",19123
2023-01-18,240.6727225,West,AZ,"Maricopa County, AZ",4013
2023-01-18,1176.477998,West,WA,"Mason County, WA",53045
2023-01-18,1900.328364,South,VA,"Mecklenburg County, VA",51117
2023-01-18,707.5470512,South,FL,"Miami-Dade County, FL",12086
2023-01-18,749.3246203,Northeast,CT,"Middlesex County, CT",9007
2023-01-18,1118.884208,Northeast,MA,"Middlesex County, MA",25017
2023-01-18,992.6742159,Northeast,NJ,"Middlesex County, NJ",34023
2023-01-18,683.211558,Midwest,SD,"Minnehaha County, SD",46099
2023-01-18,2980.133467,South,AR,"Mississippi County, AR",5093
2023-01-18,353.3062864,West,AZ,"Mohave County, AZ",4015
2023-01-18,1044.600045,Northeast,NJ,"Monmouth County, NJ",34025
2023-01-18,689.2187339,Midwest,IN,"Monroe County, IN",18105
2023-01-18,229.2752869,West,CA,"Monterey County, CA",6053
2023-01-18,535.4159791,Northeast,PA,"Montgomery County, PA",42091
2023-01-18,631.6295205,West,OR,"Multnomah County, OR",41051
2023-01-18,938.2384189,Northeast,MA,"Nantucket County, MA",25019
2023-01-18,1724.480109,South,DE,"New Castle County, DE",10003
2023-01-18,1086.813988,Northeast,CT,"New Haven County, CT",9009
2023-01-18,2902.284617,Northeast,CT,"New London County, CT",9011
2023-01-18,678.46624,South,FL,"Orange County, FL",12095
2023-01-18,2416.166468,Northeast,VT,"Orleans County, VT",50019
2023-01-18,120.6759599,South,AR,"Ouachita County, AR",5103
2023-01-18,1254.782353,Northeast,ME,"Oxford County, ME",23017
2023-01-18,570.4452322,South,FL,"Palm Beach County, FL",12099
2023-01-18,704.0363584,Northeast,NJ,"Passaic County, NJ",34031
2023-01-18,881.2246489,Midwest,SD,"Pennington County, SD",46103
2023-01-18,739.7245799,Northeast,ME,"Penobscot County, ME",23019
2023-01-18,696.2132187,Midwest,IL,"Peoria County, IL",17143
2023-01-18,2514.780916,South,VA,"Petersburg city, VA",51730
2023-01-18,926.9388912,South,SC,"Pickens County, SC",45077
2023-01-18,259.7310203,West,AZ,"Pima County, AZ",4019
2023-01-18,482.815803,South,FL,"Pinellas County, FL",12103
2023-01-18,4367.430122,Northeast,ME,"Piscataquis County, ME",23021
2023-01-18,1484.206501,Northeast,MA,"Plymouth County, MA",25023
2023-01-18,606.8974263,Midwest,IA,"Polk County, IA",19153
2023-01-18,890.8606067,South,AR,"Pope County, AR",5115
2023-01-18,1300.113059,Northeast,RI,"Providence County, RI",44007
2023-01-18,791.8007394,South,AR,"Pulaski County, AR",5119
2023-01-18,814.5806232,South,VA,"Pulaski County, VA",51155
2023-01-18,662.6481166,Midwest,KS,"Reno County, KS",20155
2023-01-18,871.0137274,South,GA,"Richmond County, GA",13245
2023-01-18,701.8609979,Midwest,IN,"Ripley County, IN",18137
2023-01-18,303.318651,West,CA,"Riverside County, CA",6065
2023-01-18,384.992334,West,CA,"Sacramento County, CA",6067
2023-01-18,664.0862581,Northeast,ME,"Sagadahoc County, ME",23023
2023-01-18,1247.516681,South,AR,"Saline County, AR",5125
2023-01-18,205.1376282,West,UT,"Salt Lake County, UT",49035
2023-01-18,423.1664145,West,CA,"San Diego County, CA",6073
2023-01-18,275.8488313,West,CA,"San Joaquin County, CA",6077
2023-01-18,283.7913689,West,CA,"San Luis Obispo County, CA",6079
2023-01-18,394.169757,West,CA,"Santa Cruz County, CA",6087
2023-01-18,512.9138785,West,NM,"Santa Fe County, NM",35049
2023-01-18,114.5909484,Midwest,NE,"Saunders County, NE",31155
2023-01-18,456.0538712,Midwest,KS,"Sedgwick County, KS",20173
2023-01-18,989.724135,South,FL,"Seminole County, FL",12117
2023-01-18,504.7697538,Midwest,KS,"Shawnee County, KS",20177
2023-01-18,1054.917871,South,AL,"Shelby County, AL",1117
2023-01-18,714.2577174,South,TN,"Shelby County, TN",47157
2023-01-18,322.7391028,West,WY,"Sheridan County, WY",56033
2023-01-18,429.2084761,West,WA,"Skagit County, WA",53057
2023-01-18,1186.616364,West,WA,"Snohomish County, WA",53061
2023-01-18,228.319095,West,CA,"Sonoma County, CA",6097
2023-01-18,111.9060353,South,AL,"St. Clair County, AL",1115
2023-01-18,1770.387784,US Territories,VI,"St. Croix Island, VI",78010
2023-01-18,368.1079978,South,AR,"St. Francis County, AR",5123
2023-01-18,1067.642513,US Territories,VI,"St. John Island, VI",78020
2023-01-18,411.1653841,Midwest,IN,"St. Joseph County, IN",18141
2023-01-18,2014.983968,US Territories,VI,"St. Thomas Island, VI",78030
2023-01-18,700.5349431,South,VA,"Stafford County, VA",51179
2023-01-18,1702.726205,South,NC,"Stanly County, NC",37167
2023-01-18,597.1854044,Midwest,ND,"Stark County, ND",38089
2023-01-18,1002.811707,Northeast,MA,"Suffolk County, MA",25025
2023-01-18,3608.829956,Northeast,NH,"Sullivan County, NH",33019
2023-01-18,1073.688601,South,TN,"Sullivan County, TN",47163
2023-01-18,587.3562379,Midwest,OH,"Summit County, OH",39153
2023-01-18,653.7655421,South,TN,"Sumner County, TN",47165
2023-01-18,511.9740028,South,TX,"Tarrant County, TX",48439
2023-01-18,335.4979232,West,MT,"Teton County, MT",30099
2023-01-18,522.6510457,West,WY,"Teton County, WY",56039
2023-01-18,426.6436856,South,TX,"Travis County, TX",48453
2023-01-18,1176.941381,Northeast,NJ,"Union County, NJ",34039
2023-01-18,581.2525874,South,NC,"Vance County, NC",37181
2023-01-18,521.3812306,Midwest,IN,"Vigo County, IN",18167
2023-01-18,1000.389678,Northeast,ME,"Waldo County, ME",23027
2023-01-18,817.5675429,South,AR,"Washington County, AR",5143
2023-01-18,945.0335001,South,MD,"Washington County, MD",24043
2023-01-18,660.7905356,Northeast,ME,"Washington County, ME",23029
2023-01-18,1490.338401,Northeast,RI,"Washington County, RI",44009
2023-01-18,725.4544895,South,DC,"Washington, DC",11001
2023-01-18,284.8570237,West,NV,"Washoe County, NV",32031
2023-01-18,610.9450905,Midwest,IN,"Wayne County, IN",18177
2023-01-18,174.2073795,South,TX,"Webb County, TX",48479
2023-01-18,645.9133899,Northeast,PA,"Westmoreland County, PA",42129
2023-01-18,825.1686959,South,AR,"White County, AR",5145
2023-01-18,1190.782698,Northeast,VT,"Windsor County, VT",50027
2023-01-18,628.2957916,Midwest,IL,"Winnebago County, IL",17201
2023-01-18,731.621479,South,VA,"Wise County, VA",51195
2023-01-18,598.1373088,Midwest,IA,"Woodbury County, IA",19193
2023-01-18,1338.794906,Northeast,MA,"Worcester County, MA",25027
2023-01-18,712.0158931,West,OR,"Yamhill County, OR",41071
2023-01-18,344.8577131,West,AZ,"Yavapai County, AZ",4025
2023-01-18,1266.773796,Northeast,ME,"York County, ME",23031
2023-01-25,1874.110473,South,FL,"Alachua County, FL",12001
2023-01-25,345.4245604,West,CA,"Alameda County, CA",6001
2023-01-25,890.9087882,South,VA,"Alexandria City, VA",51510
2023-01-25,1063.377122,South,MD,"Allegany County, MD",24001
2023-01-25,726.5542405,South,VA,"Alleghany County, VA",51005
2023-01-25,428.4138601,Midwest,IN,"Allen County, IN",18003
2023-01-25,143.0257564,Midwest,KS,"Allen County, KS",20001
2023-01-25,854.6995795,South,SC,"Anderson County, SC",45007
2023-01-25,875.6794532,Northeast,ME,"Androscoggin County, ME",23001
2023-01-25,847.9080296,South,MD,"Anne Arundel County, MD",24003
2023-01-25,735.5368513,West,CO,"Arapahoe County, CO",8005
2023-01-25,559.9935261,South,VA,"Arlington County, VA",51013
2023-01-25,1299.939508,Northeast,ME,"Aroostook County, ME",23003
2023-01-25,379.7497037,Northeast,MA,"Barnstable County, MA",25001
2023-01-25,617.7806157,South,OK,"Beckham County, OK",40009
2023-01-25,1093.594974,Northeast,VT,"Bennington County, VT",50003
2023-01-25,802.5656503,South,AR,"Benton County, AR",5007
2023-01-25,302.4316606,Midwest,IN,"Benton County, IN",18007
2023-01-25,339.5116334,West,WA,"Benton County, WA",53005
2023-01-25,263.6277867,Northeast,NJ,"Bergen County, NJ",34003
2023-01-25,1056.393365,Northeast,MA,"Berkshire County, MA",25003
2023-01-25,289.3013305,West,NM,"Bernalillo County, NM",35001
2023-01-25,2046.98793,South,AR,"Boone County, AR",5009
2023-01-25,1257.461223,South,TN,"Bradley County, TN",47011
2023-01-25,1196.491821,Northeast,MA,"Bristol County, MA",25005
2023-01-25,705.5550107,Northeast,RI,"Bristol County, RI",44001
2023-01-25,972.9614352,Northeast,PA,"Bucks County, PA",42017
2023-01-25,695.6651422,Northeast,PA,"Butler County, PA",42019
2023-01-25,603.030956,Midwest,MO,"Cape Girardeau County, MO",29031
2023-01-25,757.9066153,Northeast,NH,"Carroll County, NH",33003
2023-01-25,599.9459598,South,OK,"Carter County, OK",40019
2023-01-25,528.3483773,South,MD,"Charles County, MD",24017
2023-01-25,936.5765043,Northeast,PA,"Chester County, PA",42029
2023-01-25,1764.138886,South,TN,"Chester County, TN",47023
2023-01-25,1415.433304,Northeast,VT,"Chittenden County, VT",50007
2023-01-25,839.1778124,West,AK,"City and Borough of Juneau, AK",2110
2023-01-25,1179.402179,West,OR,"Clackamas County, OR",41005
2023-01-25,361.8512709,West,NV,"Clark County, NV",32003
2023-01-25,920.6645201,West,WA,"Clark County, WA",53011
2023-01-25,1164.420456,South,AL,"Colbert County, AL",1033
2023-01-25,519.0617036,South,OK,"Comanche County, OK",40031
2023-01-25,275.8178913,West,CA,"Contra Costa County, CA",6013
2023-01-25,248.1154559,Midwest,IL,"Cook County, IL",17031
2023-01-25,840.8016799,Northeast,ME,"Cumberland County, ME",23005
2023-01-25,701.5649566,South,NC,"Cumberland County, NC",37051
2023-01-25,764.6867772,Midwest,MN,"Dakota County, MN",27037
2023-01-25,350.8029398,South,TX,"Dallas County, TX",48113
2023-01-25,525.162842,Midwest,WI,"Dane County, WI",55025
2023-01-25,1349.526858,Northeast,PA,"Dauphin County, PA",42043
2023-01-25,668.0177248,South,TN,"Davidson County, TN",47037
2023-01-25,460.0232602,West,UT,"Davis County, UT",49011
2023-01-25,864.2915229,South,GA,"DeKalb County, GA",13089
2023-01-25,809.1940683,Midwest,IN,"Delaware County, IN",18035
2023-01-25,881.5624417,West,OR,"Deschutes County, OR",41017
2023-01-25,968.8749778,Midwest,IN,"Dubois County, IN",18037
2023-01-25,729.3246306,South,NC,"Duplin County, NC",37061
2023-01-25,930.0568816,South,LA,"East Baton Rouge Parish, LA",22033
2023-01-25,356.7546541,West,CA,"El Dorado County, CA",6017
2023-01-25,170.9320374,South,TX,"El Paso County, TX",48141
2023-01-25,605.0346055,Northeast,PA,"Erie County, PA",42049
2023-01-25,1232.245908,Northeast,MA,"Essex County, MA",25009
2023-01-25,683.7468636,Northeast,NJ,"Essex County, NJ",34013
2023-01-25,1205.342204,Northeast,CT,"Fairfield County, CT",9001
2023-01-25,951.244816,South,SC,"Florence County, SC",45041
2023-01-25,405.2234949,Midwest,KS,"Ford County, KS",20057
2023-01-25,409.5355484,Northeast,MA,"Franklin County, MA",25011
2023-01-25,1533.735323,Northeast,PA,"Franklin County, PA",42055
2023-01-25,2485.244731,South,VA,"Franklin County, VA",51067
2023-01-25,2336.127224,Northeast,VT,"Franklin County, VT",50011
2023-01-25,655.8443931,South,VA,"Frederick County, VA",51069
2023-01-25,261.9398127,South,TX,"Galveston County, TX",48167
2023-01-25,573.7966219,West,CO,"Garfield County, CO",8045
2023-01-25,247.9378566,South,AR,"Garland County, AR",5051
2023-01-25,566.4483997,South,MD,"Garrett County, MD",24023
2023-01-25,905.9146038,South,SC,"Georgetown County, SC",45043
2023-01-25,832.8866463,Midwest,ND,"Grand Forks County, ND",38035
2023-01-25,1279.494222,South,AR,"Greene County, AR",5055
2023-01-25,560.9087556,South,SC,"Greenville County, SC",45045
2023-01-25,667.7266634,South,SC,"Greenwood County, SC",45047
2023-01-25,484.7065295,Midwest,IN,"Hamilton County, IN",18057
2023-01-25,1756.819889,South,TN,"Hamilton County, TN",47065
2023-01-25,810.3824534,Northeast,MA,"Hampden County, MA",25013
2023-01-25,683.8774243,Northeast,MA,"Hampshire County, MA",25015
2023-01-25,371.4049745,Northeast,ME,"Hancock County, ME",23009
2023-01-25,1013.891087,South,VA,"Hanover County, VA",51085
2023-01-25,1050.916427,South,KY,"Harrison County, KY",21097
2023-01-25,1038.919482,Northeast,CT,"Hartford County, CT",9003
2023-01-25,556.7065157,West,HI,"Hawaii County, HI",15001
2023-01-25,224.0376113,South,AR,"Hempstead County, AR",5057
2023-01-25,668.5751262,Midwest,MN,"Hennepin County, MN",27053
2023-01-25,1029.968429,South,VA,"Henry County, VA",51089
2023-01-25,1137.64991,South,FL,"Hillsborough County, FL",12057
2023-01-25,436.8996389,West,HI,"Honolulu County, HI",15003
2023-01-25,753.0655923,South,SC,"Horry County, SC",45051
2023-01-25,526.9261447,Midwest,IN,"Howard County, IN",18067
2023-01-25,400.8115643,South,MD,"Howard County, MD",24027
2023-01-25,548.7072923,Northeast,NJ,"Hudson County, NJ",34017
2023-01-25,550.3968213,Midwest,IN,"Huntington County, IN",18069
2023-01-25,1708.246459,Northeast,PA,"Indiana County, PA",42063
2023-01-25,425.7746673,South,AR,"Jefferson County, AR",5069
2023-01-25,482.8798913,Midwest,IN,"Jefferson County, IN",18077
2023-01-25,712.1528898,South,KY,"Jefferson County, KY",21111
2023-01-25,670.8436428,South,LA,"Jefferson Parish, LA",22051
2023-01-25,462.9593661,Midwest,IA,"Johnson County, IA",19103
2023-01-25,641.543983,Midwest,KS,"Johnson County, KS",20091
2023-01-25,349.4228456,Midwest,IL,"Kankakee County, IL",17091
2023-01-25,362.8434757,West,HI,"Kauai County, HI",15007
2023-01-25,324.798355,South,TX,"Kaufman County, TX",48257
2023-01-25,1087.277818,Northeast,ME,"Kennebec County, ME",23011
2023-01-25,1118.579112,Northeast,RI,"Kent County, RI",44003
2023-01-25,1011.702273,South,KY,"Kenton County, KY",21117
2023-01-25,210.3626371,West,CA,"Kings County, CA",6031
2023-01-25,475.8973867,Northeast,ME,"Knox County, ME",23013
2023-01-25,286.2352508,Midwest,IN,"Kosciusko County, IN",18085
2023-01-25,97.4262637,West,AZ,"La Paz County, AZ",4012
2023-01-25,1681.653387,Northeast,PA,"Lackawanna County, PA",42069
2023-01-25,579.5701089,South,MS,"Lafayette County, MS",28071
2023-01-25,887.9537559,South,LA,"Lafayette Parish, LA",22055
2023-01-25,858.3630189,West,CA,"Lake County, CA",6033
2023-01-25,307.2141247,Midwest,IN,"Lake County, IN",18089
2023-01-25,354.5004906,West,ID,"Latah County, ID",16057
2023-01-25,634.347659,South,AL,"Lee County, AL",1081
2023-01-25,863.1821228,Midwest,MI,"Leelanau County, MI",26089
2023-01-25,984.5338612,South,FL,"Leon County, FL",12073
2023-01-25,1400.037072,Northeast,ME,"Lincoln County, ME",23015
2023-01-25,601.7354876,South,AR,"Lonoke County, AR",5085
2023-01-25,757.6865671,West,NM,"Los Alamos County, NM",35028
2023-01-25,242.1071128,West,CA,"Los Angeles County, CA",6037
2023-01-25,1178.356412,Northeast,PA,"Luzerne County, PA",42079
2023-01-25,898.0054461,South,AL,"Madison County, AL",1089
2023-01-25,2404.802766,Midwest,IA,"Mahaska County, IA",19123
2023-01-25,233.8898482,West,AZ,"Maricopa County, AZ",4013
2023-01-25,526.8432824,West,WA,"Mason County, WA",53045
2023-01-25,4572.311165,South,VA,"Mecklenburg County, VA",51117
2023-01-25,1373.209808,Northeast,NH,"Merrimack County, NH",33013
2023-01-25,522.3819001,South,FL,"Miami-Dade County, FL",12086
2023-01-25,442.5098893,Northeast,CT,"Middlesex County, CT",9007
2023-01-25,890.3204229,Northeast,MA,"Middlesex County, MA",25017
2023-01-25,794.2792926,Northeast,NJ,"Middlesex County, NJ",34023
2023-01-25,597.4550299,Midwest,SD,"Minnehaha County, SD",46099
2023-01-25,1060.085535,South,AR,"Mississippi County, AR",5093
2023-01-25,267.0527872,West,AZ,"Mohave County, AZ",4015
2023-01-25,606.7531068,Northeast,NJ,"Monmouth County, NJ",34025
2023-01-25,773.8836737,Midwest,IN,"Monroe County, IN",18105
2023-01-25,231.6582512,West,CA,"Monterey County, CA",6053
2023-01-25,525.9676748,Northeast,PA,"Montgomery County, PA",42091
2023-01-25,922.263844,West,OR,"Multnomah County, OR",41051
2023-01-25,1501.840877,Northeast,MA,"Nantucket County, MA",25019
2023-01-25,447.3516003,Northeast,NY,"Nassau County, NY",36059
2023-01-25,998.3994864,South,DE,"New Castle County, DE",10003
2023-01-25,1143.447175,Northeast,CT,"New Haven County, CT",9009
2023-01-25,1552.225718,Northeast,CT,"New London County, CT",9011
2023-01-25,386.9272079,South,WV,"Ohio County, WV",54069
2023-01-25,657.1548153,South,FL,"Orange County, FL",12095
2023-01-25,3663.960171,Northeast,VT,"Orleans County, VT",50019
2023-01-25,147.9642747,South,AR,"Ouachita County, AR",5103
2023-01-25,1026.410425,Northeast,ME,"Oxford County, ME",23017
2023-01-25,576.1253272,South,FL,"Palm Beach County, FL",12099
2023-01-25,808.8758483,Northeast,NJ,"Passaic County, NJ",34031
2023-01-25,924.9856277,Midwest,SD,"Pennington County, SD",46103
2023-01-25,725.8179711,Northeast,ME,"Penobscot County, ME",23019
2023-01-25,650.7922096,Midwest,IL,"Peoria County, IL",17143
2023-01-25,2668.338546,South,VA,"Petersburg city, VA",51730
2023-01-25,251.6413322,West,AZ,"Pima County, AZ",4019
2023-01-25,516.5642053,South,FL,"Pinellas County, FL",12103
2023-01-25,866.0428904,Northeast,ME,"Piscataquis County, ME",23021
2023-01-25,1451.535398,Northeast,MA,"Plymouth County, MA",25023
2023-01-25,687.1569097,Midwest,IA,"Polk County, IA",19153
2023-01-25,564.3874432,South,AR,"Pope County, AR",5115
2023-01-25,1401.847741,Northeast,RI,"Providence County, RI",44007
2023-01-25,812.92922,South,AR,"Pulaski County, AR",5119
2023-01-25,1213.890988,South,VA,"Pulaski County, VA",51155
2023-01-25,587.8547441,South,LA,"Rapides Parish, LA",22079
2023-01-25,931.8252032,Midwest,KS,"Reno County, KS",20155
2023-01-25,1061.122266,South,GA,"Richmond County, GA",13245
2023-01-25,704.8800699,Midwest,IN,"Ripley County, IN",18137
2023-01-25,199.3103599,West,CA,"Riverside County, CA",6065
2023-01-25,360.5708268,West,CA,"Sacramento County, CA",6067
2023-01-25,639.1790432,Northeast,ME,"Sagadahoc County, ME",23023
2023-01-25,1509.408863,South,AR,"Saline County, AR",5125
2023-01-25,259.4210993,West,UT,"Salt Lake County, UT",49035
2023-01-25,398.183287,West,CA,"San Diego County, CA",6073
2023-01-25,279.6867556,West,CA,"San Joaquin County, CA",6077
2023-01-25,419.963501,West,CA,"San Luis Obispo County, CA",6079
2023-01-25,497.9272591,West,CA,"Santa Cruz County, CA",6087
2023-01-25,415.0503699,West,NM,"Santa Fe County, NM",35049
2023-01-25,115.0577762,Midwest,NE,"Saunders County, NE",31155
2023-01-25,494.7512442,Midwest,KS,"Sedgwick County, KS",20173
2023-01-25,682.4097614,South,FL,"Seminole County, FL",12117
2023-01-25,381.6306941,Midwest,KS,"Shawnee County, KS",20177
2023-01-25,1656.014894,South,AL,"Shelby County, AL",1117
2023-01-25,1045.550806,South,TN,"Shelby County, TN",47157
2023-01-25,935.2296832,West,WY,"Sheridan County, WY",56033
2023-01-25,548.8925809,West,WA,"Skagit County, WA",53057
2023-01-25,1288.900466,West,WA,"Snohomish County, WA",53061
2023-01-25,267.1869647,West,CA,"Sonoma County, CA",6097
2023-01-25,80.72581183,South,AL,"St. Clair County, AL",1115
2023-01-25,1525.681249,US Territories,VI,"St. Croix Island, VI",78010
2023-01-25,494.5745763,South,AR,"St. Francis County, AR",5123
2023-01-25,1139.352013,US Territories,VI,"St. John Island, VI",78020
2023-01-25,478.1006314,Midwest,IN,"St. Joseph County, IN",18141
2023-01-25,983.1316702,South,MD,"St. Mary's County, MD",24037
2023-01-25,2704.499618,US Territories,VI,"St. Thomas Island, VI",78030
2023-01-25,763.6687347,South,VA,"Stafford County, VA",51179
2023-01-25,1214.924089,South,NC,"Stanly County, NC",37167
2023-01-25,975.616033,Midwest,ND,"Stark County, ND",38089
2023-01-25,834.8095186,Northeast,MA,"Suffolk County, MA",25025
2023-01-25,1679.816009,Northeast,NH,"Sullivan County, NH",33019
2023-01-25,1049.867578,South,TN,"Sullivan County, TN",47163
2023-01-25,616.7437376,Midwest,OH,"Summit County, OH",39153
2023-01-25,865.4976177,South,TN,"Sumner County, TN",47165
2023-01-25,385.2803246,South,TX,"Tarrant County, TX",48439
2023-01-25,233.7360007,West,MT,"Teton County, MT",30099
2023-01-25,420.3783936,West,WY,"Teton County, WY",56039
2023-01-25,469.2837222,South,TX,"Travis County, TX",48453
2023-01-25,883.8989398,Northeast,NJ,"Union County, NJ",34039
2023-01-25,592.3679826,South,NC,"Vance County, NC",37181
2023-01-25,483.6770722,Midwest,IN,"Vigo County, IN",18167
2023-01-25,595.2726877,Northeast,ME,"Waldo County, ME",23027
2023-01-25,788.1763461,South,AR,"Washington County, AR",5143
2023-01-25,1073.448292,South,MD,"Washington County, MD",24043
2023-01-25,524.0569999,Northeast,ME,"Washington County, ME",23029
2023-01-25,1051.57966,Northeast,RI,"Washington County, RI",44009
2023-01-25,671.4831407,South,DC,"Washington, DC",11001
2023-01-25,375.8498425,West,NV,"Washoe County, NV",32031
2023-01-25,733.2122785,Midwest,IN,"Wayne County, IN",18177
2023-01-25,168.1089819,South,TX,"Webb County, TX",48479
2023-01-25,598.6380822,Northeast,PA,"Westmoreland County, PA",42129
2023-01-25,587.9486967,South,AR,"White County, AR",5145
2023-01-25,812.4465214,Northeast,VT,"Windsor County, VT",50027
2023-01-25,627.8835162,Midwest,IL,"Winnebago County, IL",17201
2023-01-25,491.5871963,South,VA,"Wise County, VA",51195
2023-01-25,464.9639017,Midwest,IA,"Woodbury County, IA",19193
2023-01-25,1287.296417,Northeast,MA,"Worcester County, MA",25027
2023-01-25,715.1968415,West,OR,"Yamhill County, OR",41071
2023-01-25,335.0887486,West,AZ,"Yavapai County, AZ",4025
2023-01-25,1148.075668,Northeast,ME,"York County, ME",23031
2023-02-01,1370.146932,South,FL,"Alachua County, FL",12001
2023-02-01,390.1738533,West,CA,"Alameda County, CA",6001
2023-02-01,660.0840209,South,VA,"Alexandria City, VA",51510
2023-02-01,563.3218361,South,VA,"Alleghany County, VA",51005
2023-02-01,551.3627683,Midwest,IN,"Allen County, IN",18003
2023-02-01,258.7487746,Midwest,KS,"Allen County, KS",20001
2023-02-01,791.1043917,South,SC,"Anderson County, SC",45007
2023-02-01,963.7345732,Northeast,ME,"Androscoggin County, ME",23001
2023-02-01,844.2245379,South,MD,"Anne Arundel County, MD",24003
2023-02-01,860.2773963,West,CO,"Arapahoe County, CO",8005
2023-02-01,624.406638,South,VA,"Arlington County, VA",51013
2023-02-01,724.1783946,Northeast,ME,"Aroostook County, ME",23003
2023-02-01,481.2960073,Northeast,MA,"Barnstable County, MA",25001
2023-02-01,1084.087284,Northeast,VT,"Bennington County, VT",50003
2023-02-01,750.5639174,South,AR,"Benton County, AR",5007
2023-02-01,279.5346561,Midwest,IN,"Benton County, IN",18007
2023-02-01,538.9897423,West,WA,"Benton County, WA",53005
2023-02-01,233.2072173,Northeast,NJ,"Bergen County, NJ",34003
2023-02-01,770.8097061,Northeast,MA,"Berkshire County, MA",25003
2023-02-01,284.1288957,West,NM,"Bernalillo County, NM",35001
2023-02-01,2303.686216,South,AR,"Boone County, AR",5009
2023-02-01,1481.817181,South,TN,"Bradley County, TN",47011
2023-02-01,864.5636122,Northeast,MA,"Bristol County, MA",25005
2023-02-01,822.9321475,Northeast,RI,"Bristol County, RI",44001
2023-02-01,926.6877939,Northeast,PA,"Bucks County, PA",42017
2023-02-01,553.771474,Northeast,PA,"Butler County, PA",42019
2023-02-01,534.2435674,Midwest,MO,"Cape Girardeau County, MO",29031
2023-02-01,791.5691622,Northeast,NH,"Carroll County, NH",33003
2023-02-01,613.2015794,South,OK,"Carter County, OK",40019
2023-02-01,700.5406541,South,MD,"Charles County, MD",24017
2023-02-01,2017.534514,Northeast,PA,"Chester County, PA",42029
2023-02-01,1882.31672,South,TN,"Chester County, TN",47023
2023-02-01,1553.075832,Northeast,VT,"Chittenden County, VT",50007
2023-02-01,1280.153543,West,AK,"City and Borough of Juneau, AK",2110
2023-02-01,983.9923918,West,OR,"Clackamas County, OR",41005
2023-02-01,325.695418,West,NV,"Clark County, NV",32003
2023-02-01,739.2374861,West,WA,"Clark County, WA",53011
2023-02-01,969.5226111,South,AL,"Colbert County, AL",1033
2023-02-01,519.7285977,South,OK,"Comanche County, OK",40031
2023-02-01,296.2668647,West,CA,"Contra Costa County, CA",6013
2023-02-01,291.5404194,Midwest,IL,"Cook County, IL",17031
2023-02-01,811.5476423,Northeast,ME,"Cumberland County, ME",23005
2023-02-01,748.7894045,South,NC,"Cumberland County, NC",37051
2023-02-01,744.1524645,Midwest,MN,"Dakota County, MN",27037
2023-02-01,332.2801431,South,TX,"Dallas County, TX",48113
2023-02-01,609.1260319,Midwest,WI,"Dane County, WI",55025
2023-02-01,1079.567795,Northeast,PA,"Dauphin County, PA",42043
2023-02-01,799.5524942,South,TN,"Davidson County, TN",47037
2023-02-01,648.7781822,West,UT,"Davis County, UT",49011
2023-02-01,731.3475692,South,GA,"DeKalb County, GA",13089
2023-02-01,1280.287999,Midwest,IN,"Delaware County, IN",18035
2023-02-01,858.8135321,West,OR,"Deschutes County, OR",41017
2023-02-01,1066.245869,Midwest,IN,"Dubois County, IN",18037
2023-02-01,682.2017829,South,NC,"Duplin County, NC",37061
2023-02-01,621.7631598,South,LA,"East Baton Rouge Parish, LA",22033
2023-02-01,434.0198005,West,CA,"El Dorado County, CA",6017
2023-02-01,148.2079507,South,TX,"El Paso County, TX",48141
2023-02-01,500.9308887,Northeast,PA,"Erie County, PA",42049
2023-02-01,1167.358164,South,AL,"Escambia County, AL",1053
2023-02-01,1076.808793,Northeast,MA,"Essex County, MA",25009
2023-02-01,544.3489375,Northeast,NJ,"Essex County, NJ",34013
2023-02-01,853.116713,Northeast,CT,"Fairfield County, CT",9001
2023-02-01,942.6085503,South,SC,"Florence County, SC",45041
2023-02-01,967.7895117,Midwest,KS,"Ford County, KS",20057
2023-02-01,418.1365905,Northeast,MA,"Franklin County, MA",25011
2023-02-01,933.379145,Northeast,PA,"Franklin County, PA",42055
2023-02-01,2096.425183,South,VA,"Franklin County, VA",51067
2023-02-01,2836.020622,Northeast,VT,"Franklin County, VT",50011
2023-02-01,808.6293224,South,VA,"Frederick County, VA",51069
2023-02-01,327.9127705,South,TX,"Galveston County, TX",48167
2023-02-01,1067.198312,West,CO,"Garfield County, CO",8045
2023-02-01,455.9236813,South,AR,"Garland County, AR",5051
