sampling_week,effective_concentration_rolling_average,population,region
2021-11-03,483.50388048325794,"1,000,000-3,000,000",Midwest
2021-11-03,505.73881935039,"10,000,000-30,000,000",Nationwide
2021-11-03,659.0186616957992,"3,000,000-10,000,000",Northeast
2021-11-03,320.9473799503889,"3,000,000-10,000,000",South
2021-11-03,635.306625040482,"1,000,000-3,000,000",West
2021-11-10,523.4587330817913,"1,000,000-3,000,000",Midwest
2021-11-10,563.5219446467295,"10,000,000-30,000,000",Nationwide
2021-11-10,875.8598409922303,"3,000,000-10,000,000",Northeast
2021-11-10,292.3418947104814,"3,000,000-10,000,000",South
2021-11-10,496.0541862690411,"1,000,000-3,000,000",West
2021-11-17,767.503828177475,"1,000,000-3,000,000",Midwest
2021-11-17,685.9690172370115,"10,000,000-30,000,000",Nationwide
2021-11-17,1090.893721550303,"3,000,000-10,000,000",Northeast
2021-11-17,303.0670065772741,"3,000,000-10,000,000",South
2021-11-17,616.4031446330375,"1,000,000-3,000,000",West
2021-11-24,1177.4809948912018,"1,000,000-3,000,000",Midwest
2021-11-24,918.4789448407574,"10,000,000-30,000,000",Nationwide
2021-11-24,1322.5272266025174,"3,000,000-10,000,000",Northeast
2021-11-24,429.8457713416317,"3,000,000-10,000,000",South
2021-11-24,802.2692126839435,"1,000,000-3,000,000",West
2021-12-01,1368.027439263855,"1,000,000-3,000,000",Midwest
2021-12-01,1186.919558490437,"10,000,000-30,000,000",Nationwide
2021-12-01,1868.743535316261,"3,000,000-10,000,000",Northeast
2021-12-01,621.9617716063887,"3,000,000-10,000,000",South
2021-12-01,630.4857304994383,"1,000,000-3,000,000",West
2021-12-08,1439.957941679513,"1,000,000-3,000,000",Midwest
2021-12-08,1203.3582786259317,"10,000,000-30,000,000",Nationwide
2021-12-08,1801.3781147825366,"3,000,000-10,000,000",Northeast
2021-12-08,752.6995374260678,"3,000,000-10,000,000",South
2021-12-08,461.9635356108799,"1,000,000-3,000,000",West
2021-12-15,1403.9661401476835,"1,000,000-3,000,000",Midwest
2021-12-15,1529.2738476617965,"10,000,000-30,000,000",Nationwide
2021-12-15,2094.359148478441,"3,000,000-10,000,000",Northeast
2021-12-15,1300.1021587422208,"3,000,000-10,000,000",South
2021-12-15,674.4248662563132,"1,000,000-3,000,000",West
2021-12-22,1274.4685427418108,"1,000,000-3,000,000",Midwest
2021-12-22,2796.3367639925723,"10,000,000-30,000,000",Nationwide
2021-12-22,3833.5619002757135,"3,000,000-10,000,000",Northeast
2021-12-22,2862.9171698130635,"3,000,000-10,000,000",South
2021-12-22,1311.8765640735735,"1,000,000-3,000,000",West
2021-12-29,2464.111754424965,"1,000,000-3,000,000",Midwest
2021-12-29,4533.421176533974,"10,000,000-30,000,000",Nationwide
2021-12-29,7184.610600644063,"3,000,000-10,000,000",Northeast
2021-12-29,3501.9663471316267,"3,000,000-10,000,000",South
2021-12-29,2872.7620783132056,"1,000,000-3,000,000",West
2022-01-05,3691.671958256571,"1,000,000-3,000,000",Midwest
2022-01-05,4524.678396152447,"10,000,000-30,000,000",Nationwide
2022-01-05,6620.497445426975,"3,000,000-10,000,000",Northeast
2022-01-05,3322.3545357920325,"3,000,000-10,000,000",South
2022-01-05,2930.9178183475465,"1,000,000-3,000,000",West
2022-01-12,3051.221233052083,"1,000,000-3,000,000",Midwest
2022-01-12,3409.7060369627434,"10,000,000-30,000,000",Nationwide
2022-01-12,4021.536356603736,"3,000,000-10,000,000",Northeast
2022-01-12,3275.5808918395146,"3,000,000-10,000,000",South
2022-01-12,2059.92041151923,"1,000,000-3,000,000",West
2022-01-19,2319.1112054973014,"1,000,000-3,000,000",Midwest
2022-01-19,2104.850640536889,"10,000,000-30,000,000",Nationwide
2022-01-19,2102.315153983753,"3,000,000-10,000,000",Northeast
2022-01-19,2177.383497076462,"3,000,000-10,000,000",South
2022-01-19,1470.549381389955,"1,000,000-3,000,000",West
2022-01-26,1378.5808661983856,"3,000,000-10,000,000",Midwest
2022-01-26,1410.12625345177,"10,000,000-30,000,000",Nationwide
2022-01-26,1274.6529080757643,"3,000,000-10,000,000",Northeast
2022-01-26,1654.1460204436237,"3,000,000-10,000,000",South
2022-01-26,1099.9538801854203,"3,000,000-10,000,000",West
2022-02-02,638.4702246973568,"3,000,000-10,000,000",Midwest
2022-02-02,860.699765583699,"10,000,000-30,000,000",Nationwide
2022-02-02,736.2695241647215,"3,000,000-10,000,000",Northeast
2022-02-02,1116.469248635723,"3,000,000-10,000,000",South
2022-02-02,722.9217473003476,"3,000,000-10,000,000",West
2022-02-09,385.7789738283265,"3,000,000-10,000,000",Midwest
2022-02-09,417.3005204798903,"10,000,000-30,000,000",Nationwide
2022-02-09,371.205063209402,"3,000,000-10,000,000",Northeast
2022-02-09,487.13938062548897,"3,000,000-10,000,000",South
2022-02-09,364.4179161284541,"3,000,000-10,000,000",West
2022-02-16,261.7056800492741,"3,000,000-10,000,000",Midwest
2022-02-16,232.8542864089451,"10,000,000-30,000,000",Nationwide
2022-02-16,217.9568344911411,"3,000,000-10,000,000",Northeast
2022-02-16,236.28260450383297,"3,000,000-10,000,000",South
2022-02-16,213.7955504491873,"3,000,000-10,000,000",West
2022-02-23,191.0415184283937,"3,000,000-10,000,000",Midwest
2022-02-23,156.8438499181385,"10,000,000-30,000,000",Nationwide
2022-02-23,161.63272010328222,"3,000,000-10,000,000",Northeast
2022-02-23,146.64129976790218,"3,000,000-10,000,000",South
2022-02-23,136.09430426985324,"3,000,000-10,000,000",West
2022-03-02,135.02767418535026,"3,000,000-10,000,000",Midwest
2022-03-02,120.82700339159358,"10,000,000-30,000,000",Nationwide
2022-03-02,148.99389430524457,"3,000,000-10,000,000",Northeast
2022-03-02,108.19466681748987,"3,000,000-10,000,000",South
2022-03-02,95.1503071408992,"3,000,000-10,000,000",West
2022-03-09,112.47278896772367,"3,000,000-10,000,000",Midwest
2022-03-09,110.48427482177148,"10,000,000-30,000,000",Nationwide
2022-03-09,155.92526622820154,"3,000,000-10,000,000",Northeast
2022-03-09,92.47667741116506,"3,000,000-10,000,000",South
2022-03-09,84.56524409588916,"3,000,000-10,000,000",West
2022-03-16,114.3399742867822,"3,000,000-10,000,000",Midwest
2022-03-16,117.5193762430139,"10,000,000-30,000,000",Nationwide
2022-03-16,192.9420692207688,"3,000,000-10,000,000",Northeast
2022-03-16,86.88653425641103,"3,000,000-10,000,000",South
2022-03-16,83.72160654293516,"3,000,000-10,000,000",West
2022-03-23,114.44820786061648,"3,000,000-10,000,000",Midwest
2022-03-23,123.85714266606315,"10,000,000-30,000,000",Nationwide
2022-03-23,206.83438537631463,"3,000,000-10,000,000",Northeast
2022-03-23,91.9539124197534,"3,000,000-10,000,000",South
2022-03-23,86.2330134346007,"3,000,000-10,000,000",West
2022-03-30,156.47639654976817,"3,000,000-10,000,000",Midwest
2022-03-30,172.2569914133834,"10,000,000-30,000,000",Nationwide
2022-03-30,291.62133442060093,"3,000,000-10,000,000",Northeast
2022-03-30,134.7833091105587,"3,000,000-10,000,000",South
2022-03-30,104.10917872050976,"3,000,000-10,000,000",West
2022-04-06,221.6279993375349,"3,000,000-10,000,000",Midwest
2022-04-06,241.9770111838101,"10,000,000-30,000,000",Nationwide
2022-04-06,416.28593085759286,"3,000,000-10,000,000",Northeast
2022-04-06,186.87003338929915,"3,000,000-10,000,000",South
2022-04-06,141.4030106794419,"3,000,000-10,000,000",West
2022-04-13,280.1695530826857,"3,000,000-10,000,000",Midwest
2022-04-13,298.8496694227551,"10,000,000-30,000,000",Nationwide
2022-04-13,523.6722918356326,"3,000,000-10,000,000",Northeast
2022-04-13,219.94283256302853,"3,000,000-10,000,000",South
2022-04-13,188.34814904292088,"3,000,000-10,000,000",West
2022-04-20,318.86820225449696,"3,000,000-10,000,000",Midwest
2022-04-20,344.780128860786,"10,000,000-30,000,000",Nationwide
2022-04-20,548.9755254819348,"3,000,000-10,000,000",Northeast
2022-04-20,248.94498958177283,"3,000,000-10,000,000",South
2022-04-20,306.31614109379115,"3,000,000-10,000,000",West
2022-04-27,366.8980200558324,"3,000,000-10,000,000",Midwest
2022-04-27,424.61250523770286,"10,000,000-30,000,000",Nationwide
2022-04-27,599.8738278305269,"3,000,000-10,000,000",Northeast
2022-04-27,318.0644788442718,"3,000,000-10,000,000",South
2022-04-27,452.302909098078,"3,000,000-10,000,000",West
2022-05-04,455.4925208507752,"3,000,000-10,000,000",Midwest
2022-05-04,496.4213757500188,"30,000,000-100,000,000",Nationwide
2022-05-04,803.4584597320078,"3,000,000-10,000,000",Northeast
2022-05-04,366.9490417388898,"3,000,000-10,000,000",South
2022-05-04,403.6081779888048,"3,000,000-10,000,000",West
2022-05-11,618.2736342847669,"3,000,000-10,000,000",Midwest
2022-05-11,648.9823665410903,"30,000,000-100,000,000",Nationwide
2022-05-11,1065.76728444205,"3,000,000-10,000,000",Northeast
2022-05-11,500.0980911603295,"10,000,000-30,000,000",South
2022-05-11,467.5377702855933,"3,000,000-10,000,000",West
2022-05-18,611.4854634004015,"3,000,000-10,000,000",Midwest
2022-05-18,735.7478036989287,"30,000,000-100,000,000",Nationwide
2022-05-18,1054.8869921903613,"3,000,000-10,000,000",Northeast
2022-05-18,664.8630395733985,"10,000,000-30,000,000",South
2022-05-18,623.6515074945369,"3,000,000-10,000,000",West
2022-05-25,628.7024414619348,"3,000,000-10,000,000",Midwest
2022-05-25,747.154810712716,"30,000,000-100,000,000",Nationwide
2022-05-25,888.8023173664077,"3,000,000-10,000,000",Northeast
2022-05-25,715.2333577980526,"10,000,000-30,000,000",South
2022-05-25,747.5887312715273,"3,000,000-10,000,000",West
2022-06-01,614.0919801338024,"3,000,000-10,000,000",Midwest
2022-06-01,766.1112124015664,"30,000,000-100,000,000",Nationwide
2022-06-01,811.3817035404719,"3,000,000-10,000,000",Northeast
2022-06-01,729.8433523941254,"10,000,000-30,000,000",South
2022-06-01,865.9741697374126,"10,000,000-30,000,000",West
2022-06-08,621.6645972669054,"3,000,000-10,000,000",Midwest
2022-06-08,792.7865645765925,"30,000,000-100,000,000",Nationwide
2022-06-08,728.020650298126,"3,000,000-10,000,000",Northeast
2022-06-08,755.8662134139425,"10,000,000-30,000,000",South
2022-06-08,969.9573738681568,"10,000,000-30,000,000",West
2022-06-15,655.1698548648126,"3,000,000-10,000,000",Midwest
2022-06-15,788.6362332183406,"30,000,000-100,000,000",Nationwide
2022-06-15,709.8148677331324,"10,000,000-30,000,000",Northeast
2022-06-15,759.6827091389874,"10,000,000-30,000,000",South
2022-06-15,968.4215961132865,"10,000,000-30,000,000",West
2022-06-22,651.1717585452049,"3,000,000-10,000,000",Midwest
2022-06-22,826.6768103075743,"30,000,000-100,000,000",Nationwide
2022-06-22,723.3035735832929,"10,000,000-30,000,000",Northeast
2022-06-22,826.4220435612748,"10,000,000-30,000,000",South
2022-06-22,1038.5352552157674,"10,000,000-30,000,000",West
2022-06-29,695.2989759223615,"3,000,000-10,000,000",Midwest
2022-06-29,854.0595747390753,"30,000,000-100,000,000",Nationwide
2022-06-29,870.5123017018946,"10,000,000-30,000,000",Northeast
2022-06-29,794.3849071706962,"10,000,000-30,000,000",South
2022-06-29,1026.00566601972,"10,000,000-30,000,000",West
2022-07-06,861.6655747162762,"3,000,000-10,000,000",Midwest
2022-07-06,1004.7599343791452,"30,000,000-100,000,000",Nationwide
2022-07-06,1050.3616753857748,"10,000,000-30,000,000",Northeast
2022-07-06,971.7999865903872,"10,000,000-30,000,000",South
2022-07-06,1091.8407598496954,"10,000,000-30,000,000",West
2022-07-13,1002.3872043559722,"3,000,000-10,000,000",Midwest
2022-07-13,1142.1924948640133,"30,000,000-100,000,000",Nationwide
2022-07-13,1188.9490215790822,"10,000,000-30,000,000",Northeast
2022-07-13,1182.6692856814095,"10,000,000-30,000,000",South
2022-07-13,1113.2350677320062,"10,000,000-30,000,000",West
2022-07-20,1077.4081946212384,"3,000,000-10,000,000",Midwest
2022-07-20,1142.053614602142,"30,000,000-100,000,000",Nationwide
2022-07-20,1161.1723548239488,"10,000,000-30,000,000",Northeast
2022-07-20,1196.581202450737,"10,000,000-30,000,000",South
2022-07-20,1080.3200921924808,"10,000,000-30,000,000",West
2022-07-27,947.1677860854616,"3,000,000-10,000,000",Midwest
2022-07-27,1038.990228531913,"30,000,000-100,000,000",Nationwide
2022-07-27,1118.2953645115558,"10,000,000-30,000,000",Northeast
2022-07-27,1126.3268935563592,"10,000,000-30,000,000",South
2022-07-27,891.2714118854183,"10,000,000-30,000,000",West
2022-08-03,947.4078145848816,"3,000,000-10,000,000",Midwest
2022-08-03,921.4445797309908,"30,000,000-100,000,000",Nationwide
2022-08-03,1005.0830803425266,"10,000,000-30,000,000",Northeast
2022-08-03,970.5231213258523,"10,000,000-30,000,000",South
2022-08-03,752.1930685669086,"10,000,000-30,000,000",West
2022-08-10,924.8597028927976,"3,000,000-10,000,000",Midwest
2022-08-10,794.25456241827,"30,000,000-100,000,000",Nationwide
2022-08-10,870.6718773955876,"10,000,000-30,000,000",Northeast
2022-08-10,786.1693655838981,"10,000,000-30,000,000",South
2022-08-10,651.7828009635756,"10,000,000-30,000,000",West
2022-08-17,825.1303135057343,"3,000,000-10,000,000",Midwest
2022-08-17,716.0798272103011,"30,000,000-100,000,000",Nationwide
2022-08-17,823.5970020990795,"10,000,000-30,000,000",Northeast
2022-08-17,707.9806261853661,"10,000,000-30,000,000",South
2022-08-17,551.0889455050773,"10,000,000-30,000,000",West
2022-08-24,803.2189190431767,"3,000,000-10,000,000",Midwest
2022-08-24,692.6137163861131,"30,000,000-100,000,000",Nationwide
2022-08-24,773.2466793106745,"10,000,000-30,000,000",Northeast
2022-08-24,698.3867611302085,"10,000,000-30,000,000",South
2022-08-24,536.0236462761483,"10,000,000-30,000,000",West
2022-08-31,846.047145569341,"3,000,000-10,000,000",Midwest
2022-08-31,744.6074864320653,"30,000,000-100,000,000",Nationwide
2022-08-31,817.8789062568545,"10,000,000-30,000,000",Northeast
2022-08-31,775.9006388885576,"10,000,000-30,000,000",South
2022-08-31,558.567848977586,"10,000,000-30,000,000",West
2022-09-07,834.2693348726363,"3,000,000-10,000,000",Midwest
2022-09-07,785.5072957383815,"30,000,000-100,000,000",Nationwide
2022-09-07,990.9693564537442,"10,000,000-30,000,000",Northeast
2022-09-07,757.3580399274542,"10,000,000-30,000,000",South
2022-09-07,577.9450597446938,"10,000,000-30,000,000",West
2022-09-14,733.3534040383546,"3,000,000-10,000,000",Midwest
2022-09-14,753.2042885901091,"30,000,000-100,000,000",Nationwide
2022-09-14,1028.709009322179,"10,000,000-30,000,000",Northeast
2022-09-14,646.8711680081741,"10,000,000-30,000,000",South
2022-09-14,578.9363899792046,"10,000,000-30,000,000",West
2022-09-21,527.2067860358369,"300,000-1,000,000",Midwest
2022-09-21,692.7240187011083,"10,000,000-30,000,000",Nationwide
2022-09-21,1083.4281272593914,"3,000,000-10,000,000",Northeast
2022-09-21,443.6269311813048,"3,000,000-10,000,000",South
2022-09-21,549.505705726514,"3,000,000-10,000,000",West
2022-09-28,579.4480358841561,"3,000,000-10,000,000",Midwest
2022-09-28,639.8513256197908,"30,000,000-100,000,000",Nationwide
2022-09-28,1036.5723233453884,"10,000,000-30,000,000",Northeast
2022-09-28,432.6480520038068,"10,000,000-30,000,000",South
2022-09-28,535.0105427722699,"10,000,000-30,000,000",West
2022-10-05,570.3269742011914,"3,000,000-10,000,000",Midwest
2022-10-05,612.909280299161,"30,000,000-100,000,000",Nationwide
2022-10-05,1059.3231304060275,"10,000,000-30,000,000",Northeast
2022-10-05,408.6444647703024,"10,000,000-30,000,000",South
2022-10-05,487.26325524362886,"10,000,000-30,000,000",West
2022-10-12,611.4811611237881,"3,000,000-10,000,000",Midwest
2022-10-12,650.6301009394627,"30,000,000-100,000,000",Nationwide
2022-10-12,1137.1297757993932,"10,000,000-30,000,000",Northeast
2022-10-12,439.7576776201868,"10,000,000-30,000,000",South
2022-10-12,499.3930600989986,"10,000,000-30,000,000",West
2022-10-19,665.8435190535479,"3,000,000-10,000,000",Midwest
2022-10-19,623.1974007117873,"30,000,000-100,000,000",Nationwide
2022-10-19,1031.1055915242457,"10,000,000-30,000,000",Northeast
2022-10-19,413.2065162181903,"10,000,000-30,000,000",South
2022-10-19,493.3696633586471,"10,000,000-30,000,000",West
2022-10-26,609.8990859212186,"3,000,000-10,000,000",Midwest
2022-10-26,535.9394334220126,"30,000,000-100,000,000",Nationwide
2022-10-26,762.2270716685485,"10,000,000-30,000,000",Northeast
2022-10-26,383.6392679896156,"10,000,000-30,000,000",South
2022-10-26,492.0442483502593,"10,000,000-30,000,000",West
2022-11-02,599.3355393428646,"3,000,000-10,000,000",Midwest
2022-11-02,543.7677175883297,"30,000,000-100,000,000",Nationwide
2022-11-02,750.8251673675026,"10,000,000-30,000,000",Northeast
2022-11-02,389.88941066326606,"10,000,000-30,000,000",South
2022-11-02,532.358325261367,"10,000,000-30,000,000",West
2022-11-09,623.1252759278074,"3,000,000-10,000,000",Midwest
2022-11-09,555.4645033773116,"30,000,000-100,000,000",Nationwide
2022-11-09,735.8129680533438,"10,000,000-30,000,000",Northeast
2022-11-09,390.6545525886512,"10,000,000-30,000,000",South
2022-11-09,591.3042571896016,"10,000,000-30,000,000",West
2022-11-16,624.664533933113,"3,000,000-10,000,000",Midwest
2022-11-16,610.2889681876221,"30,000,000-100,000,000",Nationwide
2022-11-16,785.1729259837936,"10,000,000-30,000,000",Northeast
2022-11-16,434.4464599150779,"10,000,000-30,000,000",South
2022-11-16,703.4757902770008,"10,000,000-30,000,000",West
2022-11-23,682.4434893650977,"3,000,000-10,000,000",Midwest
2022-11-23,722.6414206560299,"30,000,000-100,000,000",Nationwide
2022-11-23,883.5918605885364,"10,000,000-30,000,000",Northeast
2022-11-23,543.9805485947937,"10,000,000-30,000,000",South
2022-11-23,865.1450121088147,"10,000,000-30,000,000",West
2022-11-30,959.2156522232964,"3,000,000-10,000,000",Midwest
2022-11-30,909.5488868477256,"30,000,000-100,000,000",Nationwide
2022-11-30,1210.7220171114284,"10,000,000-30,000,000",Northeast
2022-11-30,703.3047754961577,"10,000,000-30,000,000",South
2022-11-30,895.0727036033195,"10,000,000-30,000,000",West
2022-12-07,1052.0761656367513,"3,000,000-10,000,000",Midwest
2022-12-07,956.203005013444,"30,000,000-100,000,000",Nationwide
2022-12-07,1318.0237651636555,"10,000,000-30,000,000",Northeast
2022-12-07,774.0232799720033,"10,000,000-30,000,000",South
2022-12-07,805.6494172427482,"10,000,000-30,000,000",West
2022-12-14,1010.4320534572056,"3,000,000-10,000,000",Midwest
2022-12-14,996.2015361337908,"30,000,000-100,000,000",Nationwide
2022-12-14,1420.5299300371971,"10,000,000-30,000,000",Northeast
2022-12-14,845.8028887314366,"10,000,000-30,000,000",South
2022-12-14,737.374379908489,"10,000,000-30,000,000",West
2022-12-21,1025.486349212778,"3,000,000-10,000,000",Midwest
2022-12-21,1085.634689832498,"30,000,000-100,000,000",Nationwide
2022-12-21,1671.2844038799449,"10,000,000-30,000,000",Northeast
2022-12-21,919.072149403504,"10,000,000-30,000,000",South
2022-12-21,648.700525834663,"10,000,000-30,000,000",West
2022-12-28,987.3100635212136,"3,000,000-10,000,000",Midwest
2022-12-28,1159.586973422855,"30,000,000-100,000,000",Nationwide
2022-12-28,1798.913756680107,"10,000,000-30,000,000",Northeast
2022-12-28,1058.8639141144083,"10,000,000-30,000,000",South
2022-12-28,644.8945639503369,"10,000,000-30,000,000",West
2023-01-04,747.1957017975616,"3,000,000-10,000,000",Midwest
2023-01-04,1058.74415426437,"30,000,000-100,000,000",Nationwide
2023-01-04,1634.5604354816269,"10,000,000-30,000,000",Northeast
2023-01-04,1043.5493560553466,"10,000,000-30,000,000",South
2023-01-04,607.3317556057699,"10,000,000-30,000,000",West
2023-01-11,605.3923679190453,"3,000,000-10,000,000",Midwest
2023-01-11,827.7362906769508,"30,000,000-100,000,000",Nationwide
2023-01-11,1253.1856648559,"10,000,000-30,000,000",Northeast
2023-01-11,812.2794135145631,"10,000,000-30,000,000",South
2023-01-11,508.3400813420526,"10,000,000-30,000,000",West
2023-01-18,601.3282443598158,"3,000,000-10,000,000",Midwest
2023-01-18,759.2548573191675,"30,000,000-100,000,000",Nationwide
2023-01-18,1105.1048156151423,"10,000,000-30,000,000",Northeast
2023-01-18,741.5046646932548,"10,000,000-30,000,000",South
2023-01-18,490.93082375478406,"10,000,000-30,000,000",West
2023-01-25,611.6384090401835,"3,000,000-10,000,000",Midwest
2023-01-25,719.654544727292,"30,000,000-100,000,000",Nationwide
2023-01-25,957.5583770986874,"10,000,000-30,000,000",Northeast
2023-01-25,713.1030831955705,"10,000,000-30,000,000",South
2023-01-25,522.7044272073667,"10,000,000-30,000,000",West
2023-02-01,637.568748739783,"3,000,000-10,000,000",Midwest
2023-02-01,686.3223317546795,"30,000,000-100,000,000",Nationwide
2023-02-01,874.4082748925113,"10,000,000-30,000,000",Northeast
2023-02-01,674.8886056992134,"10,000,000-30,000,000",South
2023-02-01,515.0730365175162,"10,000,000-30,000,000",West
2023-02-08,733.7012659159853,"3,000,000-10,000,000",Midwest
2023-02-08,666.0192577722253,"30,000,000-100,000,000",Nationwide
2023-02-08,778.007115333352,"10,000,000-30,000,000",Northeast
2023-02-08,631.6350255363528,"10,000,000-30,000,000",South
2023-02-08,551.6832365523558,"10,000,000-30,000,000",West
2023-02-15,687.1098538670282,"3,000,000-10,000,000",Midwest
2023-02-15,622.3604572437291,"30,000,000-100,000,000",Nationwide
2023-02-15,714.1757914766794,"10,000,000-30,000,000",Northeast
2023-02-15,565.6059575959346,"10,000,000-30,000,000",South
2023-02-15,569.4359301660235,"10,000,000-30,000,000",West
2023-02-22,668.4948503157084,"3,000,000-10,000,000",Midwest
2023-02-22,555.540919614002,"30,000,000-100,000,000",Nationwide
2023-02-22,607.1093224419321,"10,000,000-30,000,000",Northeast
2023-02-22,500.82903130277344,"10,000,000-30,000,000",South
2023-02-22,514.4784500833551,"10,000,000-30,000,000",West
